
let p = 1/2

%BEGIN rPTSA config
restriction := 2
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m_a_1, up g1))
(q_end, m_a_76, root, 1, (q, m_a_77, up g77))
(q_end, m_b_76, root, 1, (q, m_b_77, up g77))
(q, m0, g77, p, (q, cont, up g77))
(q, m0, g77, 1 - p, (q_end, endStr, down))
(q_end, cont, g77, 1, (q_end, cont, down))
(q, cont, g77, 1, (q, cont, up g77))
(q, endStr, g77, 1, (q_end, endStr, down))
(q_end, m_a_77, root, 1, (q, m_a_78, up g78))
(q_end, m_b_77, root, 1, (q, m_b_78, up g78))
(q, m0, g78, p, (q, cont, up g78))
(q, m0, g78, 1 - p, (q_end, endStr, down))
(q_end, cont, g78, 1, (q_end, cont, down))
(q, cont, g78, 1, (q, cont, up g78))
(q, endStr, g78, 1, (q_end, endStr, down))
(q_end, m_a_78, root, 1, (q, m_a_79, up g79))
(q_end, m_b_78, root, 1, (q, m_b_79, up g79))
(q, m0, g79, p, (q, cont, up g79))
(q, m0, g79, 1 - p, (q_end, endStr, down))
(q_end, cont, g79, 1, (q_end, cont, down))
(q, cont, g79, 1, (q, cont, up g79))
(q, endStr, g79, 1, (q_end, endStr, down))
(q_end, m_a_79, root, 1, (q, m_a_80, up g80))
(q_end, m_b_79, root, 1, (q, m_b_80, up g80))
(q, m0, g80, p, (q, cont, up g80))
(q, m0, g80, 1 - p, (q_end, endStr, down))
(q_end, cont, g80, 1, (q_end, cont, down))
(q, cont, g80, 1, (q, cont, up g80))
(q, endStr, g80, 1, (q_end, endStr, down))
(q_end, m_a_80, root, 1, (q, m_a_81, up g81))
(q_end, m_b_80, root, 1, (q, m_b_81, up g81))
(q, m0, g81, p, (q, cont, up g81))
(q, m0, g81, 1 - p, (q_end, endStr, down))
(q_end, cont, g81, 1, (q_end, cont, down))
(q, cont, g81, 1, (q, cont, up g81))
(q, endStr, g81, 1, (q_end, endStr, down))
(q_end, m_a_81, root, 1, (q, m_a_82, up g82))
(q_end, m_b_81, root, 1, (q, m_b_82, up g82))
(q, m0, g82, p, (q, cont, up g82))
(q, m0, g82, 1 - p, (q_end, endStr, down))
(q_end, cont, g82, 1, (q_end, cont, down))
(q, cont, g82, 1, (q, cont, up g82))
(q, endStr, g82, 1, (q_end, endStr, down))
(q_end, m_a_82, root, 1, (q, m_a_83, up g83))
(q_end, m_b_82, root, 1, (q, m_b_83, up g83))
(q, m0, g83, p, (q, cont, up g83))
(q, m0, g83, 1 - p, (q_end, endStr, down))
(q_end, cont, g83, 1, (q_end, cont, down))
(q, cont, g83, 1, (q, cont, up g83))
(q, endStr, g83, 1, (q_end, endStr, down))
(q_end, m_a_83, root, 1, (q, m_a_84, up g84))
(q_end, m_b_83, root, 1, (q, m_b_84, up g84))
(q, m0, g84, p, (q, cont, up g84))
(q, m0, g84, 1 - p, (q_end, endStr, down))
(q_end, cont, g84, 1, (q_end, cont, down))
(q, cont, g84, 1, (q, cont, up g84))
(q, endStr, g84, 1, (q_end, endStr, down))
(q_end, m_a_84, root, 1, (q, m_a_85, up g85))
(q_end, m_b_84, root, 1, (q, m_b_85, up g85))
(q, m0, g85, p, (q, cont, up g85))
(q, m0, g85, 1 - p, (q_end, endStr, down))
(q_end, cont, g85, 1, (q_end, cont, down))
(q, cont, g85, 1, (q, cont, up g85))
(q, endStr, g85, 1, (q_end, endStr, down))
(q_end, m_a_85, root, 1, (q, m_a_86, up g86))
(q_end, m_b_85, root, 1, (q, m_b_86, up g86))
(q, m0, g86, p, (q, cont, up g86))
(q, m0, g86, 1 - p, (q_end, endStr, down))
(q_end, cont, g86, 1, (q_end, cont, down))
(q, cont, g86, 1, (q, cont, up g86))
(q, endStr, g86, 1, (q_end, endStr, down))
(q_end, m_a_86, root, 1, (q, m_a_87, up g87))
(q_end, m_b_86, root, 1, (q, m_b_87, up g87))
(q, m0, g87, p, (q, cont, up g87))
(q, m0, g87, 1 - p, (q_end, endStr, down))
(q_end, cont, g87, 1, (q_end, cont, down))
(q, cont, g87, 1, (q, cont, up g87))
(q, endStr, g87, 1, (q_end, endStr, down))
(q_end, m_a_87, root, 1, (q, m_a_88, up g88))
(q_end, m_b_87, root, 1, (q, m_b_88, up g88))
(q, m0, g88, p, (q, cont, up g88))
(q, m0, g88, 1 - p, (q_end, endStr, down))
(q_end, cont, g88, 1, (q_end, cont, down))
(q, cont, g88, 1, (q, cont, up g88))
(q, endStr, g88, 1, (q_end, endStr, down))
(q_end, m_a_88, root, 1, (q, m_a_89, up g89))
(q_end, m_b_88, root, 1, (q, m_b_89, up g89))
(q, m0, g89, p, (q, cont, up g89))
(q, m0, g89, 1 - p, (q_end, endStr, down))
(q_end, cont, g89, 1, (q_end, cont, down))
(q, cont, g89, 1, (q, cont, up g89))
(q, endStr, g89, 1, (q_end, endStr, down))
(q_end, m_a_89, root, 1, (q, m_a_90, up g90))
(q_end, m_b_89, root, 1, (q, m_b_90, up g90))
(q, m0, g90, p, (q, cont, up g90))
(q, m0, g90, 1 - p, (q_end, endStr, down))
(q_end, cont, g90, 1, (q_end, cont, down))
(q, cont, g90, 1, (q, cont, up g90))
(q, endStr, g90, 1, (q_end, endStr, down))
(q_end, m_a_90, root, 1, (q, m_a_91, up g91))
(q_end, m_b_90, root, 1, (q, m_b_91, up g91))
(q, m0, g91, p, (q, cont, up g91))
(q, m0, g91, 1 - p, (q_end, endStr, down))
(q_end, cont, g91, 1, (q_end, cont, down))
(q, cont, g91, 1, (q, cont, up g91))
(q, endStr, g91, 1, (q_end, endStr, down))
(q_end, m_a_91, root, 1, (q, m_a_92, up g92))
(q_end, m_b_91, root, 1, (q, m_b_92, up g92))
(q, m0, g92, p, (q, cont, up g92))
(q, m0, g92, 1 - p, (q_end, endStr, down))
(q_end, cont, g92, 1, (q_end, cont, down))
(q, cont, g92, 1, (q, cont, up g92))
(q, endStr, g92, 1, (q_end, endStr, down))
(q_end, m_a_92, root, 1, (q, m_a_93, up g93))
(q_end, m_b_92, root, 1, (q, m_b_93, up g93))
(q, m0, g93, p, (q, cont, up g93))
(q, m0, g93, 1 - p, (q_end, endStr, down))
(q_end, cont, g93, 1, (q_end, cont, down))
(q, cont, g93, 1, (q, cont, up g93))
(q, endStr, g93, 1, (q_end, endStr, down))
(q_end, m_a_93, root, 1, (q, m_a_94, up g94))
(q_end, m_b_93, root, 1, (q, m_b_94, up g94))
(q, m0, g94, p, (q, cont, up g94))
(q, m0, g94, 1 - p, (q_end, endStr, down))
(q_end, cont, g94, 1, (q_end, cont, down))
(q, cont, g94, 1, (q, cont, up g94))
(q, endStr, g94, 1, (q_end, endStr, down))
(q_end, m_a_94, root, 1, (q, m_a_95, up g95))
(q_end, m_b_94, root, 1, (q, m_b_95, up g95))
(q, m0, g95, p, (q, cont, up g95))
(q, m0, g95, 1 - p, (q_end, endStr, down))
(q_end, cont, g95, 1, (q_end, cont, down))
(q, cont, g95, 1, (q, cont, up g95))
(q, endStr, g95, 1, (q_end, endStr, down))
(q_end, m_a_95, root, 1, (q, m_a_96, up g96))
(q_end, m_b_95, root, 1, (q, m_b_96, up g96))
(q, m0, g96, p, (q, cont, up g96))
(q, m0, g96, 1 - p, (q_end, endStr, down))
(q_end, cont, g96, 1, (q_end, cont, down))
(q, cont, g96, 1, (q, cont, up g96))
(q, endStr, g96, 1, (q_end, endStr, down))
(q_end, m_a_96, root, 1, (q, m_a_97, up g97))
(q_end, m_b_96, root, 1, (q, m_b_97, up g97))
(q, m0, g97, p, (q, cont, up g97))
(q, m0, g97, 1 - p, (q_end, endStr, down))
(q_end, cont, g97, 1, (q_end, cont, down))
(q, cont, g97, 1, (q, cont, up g97))
(q, endStr, g97, 1, (q_end, endStr, down))
(q_end, m_a_97, root, 1, (q, m_a_98, up g98))
(q_end, m_b_97, root, 1, (q, m_b_98, up g98))
(q, m0, g98, p, (q, cont, up g98))
(q, m0, g98, 1 - p, (q_end, endStr, down))
(q_end, cont, g98, 1, (q_end, cont, down))
(q, cont, g98, 1, (q, cont, up g98))
(q, endStr, g98, 1, (q_end, endStr, down))
(q_end, m_a_98, root, 1, (q, m_a_99, up g99))
(q_end, m_b_98, root, 1, (q, m_b_99, up g99))
(q, m0, g99, p, (q, cont, up g99))
(q, m0, g99, 1 - p, (q_end, endStr, down))
(q_end, cont, g99, 1, (q_end, cont, down))
(q, cont, g99, 1, (q, cont, up g99))
(q, endStr, g99, 1, (q_end, endStr, down))
(q_end, m_a_99, root, 1, (q, m_a_100, up g100))
(q_end, m_b_99, root, 1, (q, m_b_100, up g100))
(q, m0, g100, p, (q, cont, up g100))
(q, m0, g100, 1 - p, (q_end, endStr, down))
(q_end, cont, g100, 1, (q_end, cont, down))
(q, cont, g100, 1, (q, cont, up g100))
(q, endStr, g100, 1, (q_end, endStr, down))
(q_end, m_a_100, root, 1, (q, m_a_101, up g101))
(q_end, m_b_100, root, 1, (q, m_b_101, up g101))
(q, m0, g101, p, (q, cont, up g101))
(q, m0, g101, 1 - p, (q_end, endStr, down))
(q_end, cont, g101, 1, (q_end, cont, down))
(q, cont, g101, 1, (q, cont, up g101))
(q, endStr, g101, 1, (q_end, endStr, down))
(q_end, m_a_101, root, 1, (q, m_a_102, up g102))
(q_end, m_b_101, root, 1, (q, m_b_102, up g102))
(q, m0, g102, p, (q, cont, up g102))
(q, m0, g102, 1 - p, (q_end, endStr, down))
(q_end, cont, g102, 1, (q_end, cont, down))
(q, cont, g102, 1, (q, cont, up g102))
(q, endStr, g102, 1, (q_end, endStr, down))
(q_end, m_a_102, root, 1, (q, m_a_103, up g103))
(q_end, m_b_102, root, 1, (q, m_b_103, up g103))
(q, m0, g103, p, (q, cont, up g103))
(q, m0, g103, 1 - p, (q_end, endStr, down))
(q_end, cont, g103, 1, (q_end, cont, down))
(q, cont, g103, 1, (q, cont, up g103))
(q, endStr, g103, 1, (q_end, endStr, down))
(q_end, m_a_103, root, 1, (q, m_a_104, up g104))
(q_end, m_b_103, root, 1, (q, m_b_104, up g104))
(q, m0, g104, p, (q, cont, up g104))
(q, m0, g104, 1 - p, (q_end, endStr, down))
(q_end, cont, g104, 1, (q_end, cont, down))
(q, cont, g104, 1, (q, cont, up g104))
(q, endStr, g104, 1, (q_end, endStr, down))
(q_end, m_a_104, root, 1, (q, m_a_105, up g105))
(q_end, m_b_104, root, 1, (q, m_b_105, up g105))
(q, m0, g105, p, (q, cont, up g105))
(q, m0, g105, 1 - p, (q_end, endStr, down))
(q_end, cont, g105, 1, (q_end, cont, down))
(q, cont, g105, 1, (q, cont, up g105))
(q, endStr, g105, 1, (q_end, endStr, down))
(q_end, m_a_105, root, 1, (q, m_a_106, up g106))
(q_end, m_b_105, root, 1, (q, m_b_106, up g106))
(q, m0, g106, p, (q, cont, up g106))
(q, m0, g106, 1 - p, (q_end, endStr, down))
(q_end, cont, g106, 1, (q_end, cont, down))
(q, cont, g106, 1, (q, cont, up g106))
(q, endStr, g106, 1, (q_end, endStr, down))
(q_end, m_a_106, root, 1, (q, m_a_107, up g107))
(q_end, m_b_106, root, 1, (q, m_b_107, up g107))
(q, m0, g107, p, (q, cont, up g107))
(q, m0, g107, 1 - p, (q_end, endStr, down))
(q_end, cont, g107, 1, (q_end, cont, down))
(q, cont, g107, 1, (q, cont, up g107))
(q, endStr, g107, 1, (q_end, endStr, down))
(q_end, m_a_107, root, 1, (q, m_a_108, up g108))
(q_end, m_b_107, root, 1, (q, m_b_108, up g108))
(q, m0, g108, p, (q, cont, up g108))
(q, m0, g108, 1 - p, (q_end, endStr, down))
(q_end, cont, g108, 1, (q_end, cont, down))
(q, cont, g108, 1, (q, cont, up g108))
(q, endStr, g108, 1, (q_end, endStr, down))
(q_end, m_a_108, root, 1, (q, m_a_109, up g109))
(q_end, m_b_108, root, 1, (q, m_b_109, up g109))
(q, m0, g109, p, (q, cont, up g109))
(q, m0, g109, 1 - p, (q_end, endStr, down))
(q_end, cont, g109, 1, (q_end, cont, down))
(q, cont, g109, 1, (q, cont, up g109))
(q, endStr, g109, 1, (q_end, endStr, down))
(q_end, m_a_109, root, 1, (q, m_a_110, up g110))
(q_end, m_b_109, root, 1, (q, m_b_110, up g110))
(q, m0, g110, p, (q, cont, up g110))
(q, m0, g110, 1 - p, (q_end, endStr, down))
(q_end, cont, g110, 1, (q_end, cont, down))
(q, cont, g110, 1, (q, cont, up g110))
(q, endStr, g110, 1, (q_end, endStr, down))
(q_end, m_a_110, root, 1, (q, m_a_111, up g111))
(q_end, m_b_110, root, 1, (q, m_b_111, up g111))
(q, m0, g111, p, (q, cont, up g111))
(q, m0, g111, 1 - p, (q_end, endStr, down))
(q_end, cont, g111, 1, (q_end, cont, down))
(q, cont, g111, 1, (q, cont, up g111))
(q, endStr, g111, 1, (q_end, endStr, down))
(q_end, m_a_111, root, 1, (q, m_a_112, up g112))
(q_end, m_b_111, root, 1, (q, m_b_112, up g112))
(q, m0, g112, p, (q, cont, up g112))
(q, m0, g112, 1 - p, (q_end, endStr, down))
(q_end, cont, g112, 1, (q_end, cont, down))
(q, cont, g112, 1, (q, cont, up g112))
(q, endStr, g112, 1, (q_end, endStr, down))
(q_end, m_a_112, root, 1, (q, m_a_113, up g113))
(q_end, m_b_112, root, 1, (q, m_b_113, up g113))
(q, m0, g113, p, (q, cont, up g113))
(q, m0, g113, 1 - p, (q_end, endStr, down))
(q_end, cont, g113, 1, (q_end, cont, down))
(q, cont, g113, 1, (q, cont, up g113))
(q, endStr, g113, 1, (q_end, endStr, down))
(q_end, m_a_113, root, 1, (q, m_a_114, up g114))
(q_end, m_b_113, root, 1, (q, m_b_114, up g114))
(q, m0, g114, p, (q, cont, up g114))
(q, m0, g114, 1 - p, (q_end, endStr, down))
(q_end, cont, g114, 1, (q_end, cont, down))
(q, cont, g114, 1, (q, cont, up g114))
(q, endStr, g114, 1, (q_end, endStr, down))
(q_end, m_a_114, root, 1, (q, m_a_115, up g115))
(q_end, m_b_114, root, 1, (q, m_b_115, up g115))
(q, m0, g115, p, (q, cont, up g115))
(q, m0, g115, 1 - p, (q_end, endStr, down))
(q_end, cont, g115, 1, (q_end, cont, down))
(q, cont, g115, 1, (q, cont, up g115))
(q, endStr, g115, 1, (q_end, endStr, down))
(q_end, m_a_115, root, 1, (q, m_a_116, up g116))
(q_end, m_b_115, root, 1, (q, m_b_116, up g116))
(q, m0, g116, p, (q, cont, up g116))
(q, m0, g116, 1 - p, (q_end, endStr, down))
(q_end, cont, g116, 1, (q_end, cont, down))
(q, cont, g116, 1, (q, cont, up g116))
(q, endStr, g116, 1, (q_end, endStr, down))
(q_end, m_a_116, root, 1, (q, m_a_117, up g117))
(q_end, m_b_116, root, 1, (q, m_b_117, up g117))
(q, m0, g117, p, (q, cont, up g117))
(q, m0, g117, 1 - p, (q_end, endStr, down))
(q_end, cont, g117, 1, (q_end, cont, down))
(q, cont, g117, 1, (q, cont, up g117))
(q, endStr, g117, 1, (q_end, endStr, down))
(q_end, m_a_117, root, 1, (q, m_a_118, up g118))
(q_end, m_b_117, root, 1, (q, m_b_118, up g118))
(q, m0, g118, p, (q, cont, up g118))
(q, m0, g118, 1 - p, (q_end, endStr, down))
(q_end, cont, g118, 1, (q_end, cont, down))
(q, cont, g118, 1, (q, cont, up g118))
(q, endStr, g118, 1, (q_end, endStr, down))
(q_end, m_a_118, root, 1, (q, m_a_119, up g119))
(q_end, m_b_118, root, 1, (q, m_b_119, up g119))
(q, m0, g119, p, (q, cont, up g119))
(q, m0, g119, 1 - p, (q_end, endStr, down))
(q_end, cont, g119, 1, (q_end, cont, down))
(q, cont, g119, 1, (q, cont, up g119))
(q, endStr, g119, 1, (q_end, endStr, down))
(q_end, m_a_119, root, 1, (q, m_a_120, up g120))
(q_end, m_b_119, root, 1, (q, m_b_120, up g120))
(q, m0, g120, p, (q, cont, up g120))
(q, m0, g120, 1 - p, (q_end, endStr, down))
(q_end, cont, g120, 1, (q_end, cont, down))
(q, cont, g120, 1, (q, cont, up g120))
(q, endStr, g120, 1, (q_end, endStr, down))
(q_end, m_a_120, root, 1, (q, m_a_121, up g121))
(q_end, m_b_120, root, 1, (q, m_b_121, up g121))
(q, m0, g121, p, (q, cont, up g121))
(q, m0, g121, 1 - p, (q_end, endStr, down))
(q_end, cont, g121, 1, (q_end, cont, down))
(q, cont, g121, 1, (q, cont, up g121))
(q, endStr, g121, 1, (q_end, endStr, down))
(q_end, m_a_121, root, 1, (q, m_a_122, up g122))
(q_end, m_b_121, root, 1, (q, m_b_122, up g122))
(q, m0, g122, p, (q, cont, up g122))
(q, m0, g122, 1 - p, (q_end, endStr, down))
(q_end, cont, g122, 1, (q_end, cont, down))
(q, cont, g122, 1, (q, cont, up g122))
(q, endStr, g122, 1, (q_end, endStr, down))
(q_end, m_a_122, root, 1, (q, m_a_123, up g123))
(q_end, m_b_122, root, 1, (q, m_b_123, up g123))
(q, m0, g123, p, (q, cont, up g123))
(q, m0, g123, 1 - p, (q_end, endStr, down))
(q_end, cont, g123, 1, (q_end, cont, down))
(q, cont, g123, 1, (q, cont, up g123))
(q, endStr, g123, 1, (q_end, endStr, down))
(q_end, m_a_123, root, 1, (q, m_a_124, up g124))
(q_end, m_b_123, root, 1, (q, m_b_124, up g124))
(q, m0, g124, p, (q, cont, up g124))
(q, m0, g124, 1 - p, (q_end, endStr, down))
(q_end, cont, g124, 1, (q_end, cont, down))
(q, cont, g124, 1, (q, cont, up g124))
(q, endStr, g124, 1, (q_end, endStr, down))
(q_end, m_a_124, root, 1, (q, m_a_125, up g125))
(q_end, m_b_124, root, 1, (q, m_b_125, up g125))
(q, m0, g125, p, (q, cont, up g125))
(q, m0, g125, 1 - p, (q_end, endStr, down))
(q_end, cont, g125, 1, (q_end, cont, down))
(q, cont, g125, 1, (q, cont, up g125))
(q, endStr, g125, 1, (q_end, endStr, down))
(q_end, m_a_125, root, 1, (q, m_a_126, up g126))
(q_end, m_b_125, root, 1, (q, m_b_126, up g126))
(q, m0, g126, p, (q, cont, up g126))
(q, m0, g126, 1 - p, (q_end, endStr, down))
(q_end, cont, g126, 1, (q_end, cont, down))
(q, cont, g126, 1, (q, cont, up g126))
(q, endStr, g126, 1, (q_end, endStr, down))
(q_end, m_a_126, root, 1, (q, m_a_127, up g127))
(q_end, m_b_126, root, 1, (q, m_b_127, up g127))
(q, m0, g127, p, (q, cont, up g127))
(q, m0, g127, 1 - p, (q_end, endStr, down))
(q_end, cont, g127, 1, (q_end, cont, down))
(q, cont, g127, 1, (q, cont, up g127))
(q, endStr, g127, 1, (q_end, endStr, down))
(q_end, m_a_127, root, 1, (q, m_a_128, up g128))
(q_end, m_b_127, root, 1, (q, m_b_128, up g128))
(q, m0, g128, p, (q, cont, up g128))
(q, m0, g128, 1 - p, (q_end, endStr, down))
(q_end, cont, g128, 1, (q_end, cont, down))
(q, cont, g128, 1, (q, cont, up g128))
(q, endStr, g128, 1, (q_end, endStr, down))
(q_end, m_a_128, root, 1, (q, m_a_129, up g129))
(q_end, m_b_128, root, 1, (q, m_b_129, up g129))
(q, m0, g129, p, (q, cont, up g129))
(q, m0, g129, 1 - p, (q_end, endStr, down))
(q_end, cont, g129, 1, (q_end, cont, down))
(q, cont, g129, 1, (q, cont, up g129))
(q, endStr, g129, 1, (q_end, endStr, down))
(q_end, m_a_129, root, 1, (q, m_a_130, up g130))
(q_end, m_b_129, root, 1, (q, m_b_130, up g130))
(q, m0, g130, p, (q, cont, up g130))
(q, m0, g130, 1 - p, (q_end, endStr, down))
(q_end, cont, g130, 1, (q_end, cont, down))
(q, cont, g130, 1, (q, cont, up g130))
(q, endStr, g130, 1, (q_end, endStr, down))
(q_end, m_a_130, root, 1, (q, m_a_131, up g131))
(q_end, m_b_130, root, 1, (q, m_b_131, up g131))
(q, m0, g131, p, (q, cont, up g131))
(q, m0, g131, 1 - p, (q_end, endStr, down))
(q_end, cont, g131, 1, (q_end, cont, down))
(q, cont, g131, 1, (q, cont, up g131))
(q, endStr, g131, 1, (q_end, endStr, down))
(q_end, m_a_131, root, 1, (q, m_a_132, up g132))
(q_end, m_b_131, root, 1, (q, m_b_132, up g132))
(q, m0, g132, p, (q, cont, up g132))
(q, m0, g132, 1 - p, (q_end, endStr, down))
(q_end, cont, g132, 1, (q_end, cont, down))
(q, cont, g132, 1, (q, cont, up g132))
(q, endStr, g132, 1, (q_end, endStr, down))
(q_end, m_a_132, root, 1, (q, m_a_133, up g133))
(q_end, m_b_132, root, 1, (q, m_b_133, up g133))
(q, m0, g133, p, (q, cont, up g133))
(q, m0, g133, 1 - p, (q_end, endStr, down))
(q_end, cont, g133, 1, (q_end, cont, down))
(q, cont, g133, 1, (q, cont, up g133))
(q, endStr, g133, 1, (q_end, endStr, down))
(q_end, m_a_133, root, 1, (q, m_a_134, up g134))
(q_end, m_b_133, root, 1, (q, m_b_134, up g134))
(q, m0, g134, p, (q, cont, up g134))
(q, m0, g134, 1 - p, (q_end, endStr, down))
(q_end, cont, g134, 1, (q_end, cont, down))
(q, cont, g134, 1, (q, cont, up g134))
(q, endStr, g134, 1, (q_end, endStr, down))
(q_end, m_a_134, root, 1, (q, m_a_135, up g135))
(q_end, m_b_134, root, 1, (q, m_b_135, up g135))
(q, m0, g135, p, (q, cont, up g135))
(q, m0, g135, 1 - p, (q_end, endStr, down))
(q_end, cont, g135, 1, (q_end, cont, down))
(q, cont, g135, 1, (q, cont, up g135))
(q, endStr, g135, 1, (q_end, endStr, down))
(q_end, m_a_135, root, 1, (q, m_a_136, up g136))
(q_end, m_b_135, root, 1, (q, m_b_136, up g136))
(q, m0, g136, p, (q, cont, up g136))
(q, m0, g136, 1 - p, (q_end, endStr, down))
(q_end, cont, g136, 1, (q_end, cont, down))
(q, cont, g136, 1, (q, cont, up g136))
(q, endStr, g136, 1, (q_end, endStr, down))
(q_end, m_a_136, root, 1, (q, m_a_137, up g137))
(q_end, m_b_136, root, 1, (q, m_b_137, up g137))
(q, m0, g137, p, (q, cont, up g137))
(q, m0, g137, 1 - p, (q_end, endStr, down))
(q_end, cont, g137, 1, (q_end, cont, down))
(q, cont, g137, 1, (q, cont, up g137))
(q, endStr, g137, 1, (q_end, endStr, down))
(q_end, m_a_137, root, 1, (q, m_a_138, up g138))
(q_end, m_b_137, root, 1, (q, m_b_138, up g138))
(q, m0, g138, p, (q, cont, up g138))
(q, m0, g138, 1 - p, (q_end, endStr, down))
(q_end, cont, g138, 1, (q_end, cont, down))
(q, cont, g138, 1, (q, cont, up g138))
(q, endStr, g138, 1, (q_end, endStr, down))
(q_end, m_a_138, root, 1, (q, m_a_139, up g139))
(q_end, m_b_138, root, 1, (q, m_b_139, up g139))
(q, m0, g139, p, (q, cont, up g139))
(q, m0, g139, 1 - p, (q_end, endStr, down))
(q_end, cont, g139, 1, (q_end, cont, down))
(q, cont, g139, 1, (q, cont, up g139))
(q, endStr, g139, 1, (q_end, endStr, down))
(q_end, m_a_139, root, 1, (q, m_a_140, up g140))
(q_end, m_b_139, root, 1, (q, m_b_140, up g140))
(q, m0, g140, p, (q, cont, up g140))
(q, m0, g140, 1 - p, (q_end, endStr, down))
(q_end, cont, g140, 1, (q_end, cont, down))
(q, cont, g140, 1, (q, cont, up g140))
(q, endStr, g140, 1, (q_end, endStr, down))
(q_end, m_a_140, root, 1, (q, m_a_141, up g141))
(q_end, m_b_140, root, 1, (q, m_b_141, up g141))
(q, m0, g141, p, (q, cont, up g141))
(q, m0, g141, 1 - p, (q_end, endStr, down))
(q_end, cont, g141, 1, (q_end, cont, down))
(q, cont, g141, 1, (q, cont, up g141))
(q, endStr, g141, 1, (q_end, endStr, down))
(q_end, m_a_141, root, 1, (q, m_a_142, up g142))
(q_end, m_b_141, root, 1, (q, m_b_142, up g142))
(q, m0, g142, p, (q, cont, up g142))
(q, m0, g142, 1 - p, (q_end, endStr, down))
(q_end, cont, g142, 1, (q_end, cont, down))
(q, cont, g142, 1, (q, cont, up g142))
(q, endStr, g142, 1, (q_end, endStr, down))
(q_end, m_a_142, root, 1, (q, m_a_143, up g143))
(q_end, m_b_142, root, 1, (q, m_b_143, up g143))
(q, m0, g143, p, (q, cont, up g143))
(q, m0, g143, 1 - p, (q_end, endStr, down))
(q_end, cont, g143, 1, (q_end, cont, down))
(q, cont, g143, 1, (q, cont, up g143))
(q, endStr, g143, 1, (q_end, endStr, down))
(q_end, m_a_143, root, 1, (q, m_a_144, up g144))
(q_end, m_b_143, root, 1, (q, m_b_144, up g144))
(q, m0, g144, p, (q, cont, up g144))
(q, m0, g144, 1 - p, (q_end, endStr, down))
(q_end, cont, g144, 1, (q_end, cont, down))
(q, cont, g144, 1, (q, cont, up g144))
(q, endStr, g144, 1, (q_end, endStr, down))
(q_end, m_a_144, root, 1, (q, m_a_145, up g145))
(q_end, m_b_144, root, 1, (q, m_b_145, up g145))
(q, m0, g145, p, (q, cont, up g145))
(q, m0, g145, 1 - p, (q_end, endStr, down))
(q_end, cont, g145, 1, (q_end, cont, down))
(q, cont, g145, 1, (q, cont, up g145))
(q, endStr, g145, 1, (q_end, endStr, down))
(q_end, m_a_145, root, 1, (q, m_a_146, up g146))
(q_end, m_b_145, root, 1, (q, m_b_146, up g146))
(q, m0, g146, p, (q, cont, up g146))
(q, m0, g146, 1 - p, (q_end, endStr, down))
(q_end, cont, g146, 1, (q_end, cont, down))
(q, cont, g146, 1, (q, cont, up g146))
(q, endStr, g146, 1, (q_end, endStr, down))
(q_end, m_a_146, root, 1, (q, m_a_147, up g147))
(q_end, m_b_146, root, 1, (q, m_b_147, up g147))
(q, m0, g147, p, (q, cont, up g147))
(q, m0, g147, 1 - p, (q_end, endStr, down))
(q_end, cont, g147, 1, (q_end, cont, down))
(q, cont, g147, 1, (q, cont, up g147))
(q, endStr, g147, 1, (q_end, endStr, down))
(q_end, m_a_147, root, 1, (q, m_a_148, up g148))
(q_end, m_b_147, root, 1, (q, m_b_148, up g148))
(q, m0, g148, p, (q, cont, up g148))
(q, m0, g148, 1 - p, (q_end, endStr, down))
(q_end, cont, g148, 1, (q_end, cont, down))
(q, cont, g148, 1, (q, cont, up g148))
(q, endStr, g148, 1, (q_end, endStr, down))
(q_end, m_a_148, root, 1, (q, m_a_149, up g149))
(q_end, m_b_148, root, 1, (q, m_b_149, up g149))
(q, m0, g149, p, (q, cont, up g149))
(q, m0, g149, 1 - p, (q_end, endStr, down))
(q_end, cont, g149, 1, (q_end, cont, down))
(q, cont, g149, 1, (q, cont, up g149))
(q, endStr, g149, 1, (q_end, endStr, down))
(q_end, m_a_149, root, 1, (q, m_a_150, up g150))
(q_end, m_b_149, root, 1, (q, m_b_150, up g150))
(q, m0, g150, p, (q, cont, up g150))
(q, m0, g150, 1 - p, (q_end, endStr, down))
(q_end, cont, g150, 1, (q_end, cont, down))
(q, cont, g150, 1, (q, cont, up g150))
(q, endStr, g150, 1, (q_end, endStr, down))
(q_end, m_a_150, root, 1, (q, m_a_151, up g151))
(q_end, m_b_150, root, 1, (q, m_b_151, up g151))
(q, m0, g151, p, (q, cont, up g151))
(q, m0, g151, 1 - p, (q_end, endStr, down))
(q_end, cont, g151, 1, (q_end, cont, down))
(q, cont, g151, 1, (q, cont, up g151))
(q, endStr, g151, 1, (q_end, endStr, down))
(q_end, m_a_151, root, 1, (q, m_a_152, up g152))
(q_end, m_b_151, root, 1, (q, m_b_152, up g152))
(q, m0, g152, p, (q, cont, up g152))
(q, m0, g152, 1 - p, (q_end, endStr, down))
(q_end, cont, g152, 1, (q_end, cont, down))
(q, cont, g152, 1, (q, cont, up g152))
